label,附加评论,positive,positive_prob,negative_prob,confidence,sentiment
0.0,博士电动工具，值得信赖！,1,0.838069,0.161931,0.640154,2
0.0,塑料箱不是很实用，要么原装 要么不用， 其他都挺好的,1,0.683472,0.316528,0.296604,2
1.0,产品很好非常喜欢物流也很快,1,0.994617,0.00538331,0.988037,2
0.0,用着还不错！继续努力的改变。默默支持一下,1,0.91207,0.08793,0.8046,2
2.0,使用方便！功能强劲！,1,0.8255,0.1745,0.612222,2
1.0,用了一段时间，物有所值，卖家服务品质一流,1,0.938593,0.0614072,0.863539,2
1.0,又使用了一次，确实质量不错。发货速度快，服务态度好！非常满意。,1,0.986463,0.0135375,0.969917,2
0.0,用了一下还是不错的,1,0.840263,0.159737,0.645029,2
0.0,非常好，经济实惠，家装必备神器,1,0.992438,0.00756249,0.983195,2
0.0,非常好用！准备再配切磨工具。,1,0.722905,0.277095,0.384233,2
1.0,已经用过，确实很好用，大品牌真的值得信赖！,1,0.972584,0.0274161,0.939075,2
1.0,不错，功率大点就是带劲！,1,0.902722,0.0972778,0.783827,2
0.0,用了几天了，家用绝对够了，这样就方便很多，不要每次转洞都要向朋友借了。而且送了好多砧头，都很实用。,1,0.989971,0.0100288,0.977714,2
0.0,立即使用了，不错，喜欢,1,0.939665,0.0603352,0.865922,2
1.0,宝贝到手后，安装了电视挂架以及飘窗U型轨道。有了这个宝贝，家里转孔的问题全能解决了。对了上次忘了还有送的钻头配件，很实惠。,1,0.961807,0.0381927,0.915127,2
0.0,太好用了;;,0,0.343194,0.656806,0.237347,0
0.0,用了一段时间了，没有出现什么问题，买了个玻璃开孔器也能用,0,0.441633,0.558367,0.018594,0
0.0,快速安装,1,0.548208,0.451792,0.0358331,1
0.0,还没使用！,0,0.419191,0.580809,0.0684635,0
0.0,快速安装,1,0.548208,0.451792,0.0358331,1
0.0,还没使用！,0,0.419191,0.580809,0.0684635,0
1.0,说实话这个电钻就是个普通的电钻，石子混凝土浇筑的墙体实在力不从心，毕竟不是电锤，这不是差评啊，只是客观评价，建议经常使用的朋友还是买电钻、电锤两用的。,0,0.034675,0.965325,0.922945,0
0.0,这个价位买到实用的家用工具，很值！解决家里小事真算举手之劳了。,1,0.974081,0.0259193,0.942402,2
1.0,非常实用，家装买来正好，钻头很多，上螺丝很省事。,1,0.970229,0.0297709,0.933842,2
0.0,使用了，感到非常满意。赞,1,0.98862,0.0113801,0.974711,2
-1.0,挺好，挺有劲的，就是冲击转的打混凝土不是特别有劲，不过挺好，毕竟功率在这,1,0.981557,0.0184426,0.959016,2
-2.0,质量不好！噪音特别大！卖家爱搭不理,0,0.0443438,0.955656,0.901458,0
-1.0,他家服务不咋的，不够真诚的。,0,0.114533,0.885467,0.745482,0
1.0,用了一段时间，感觉不错，昨天在门上钻了两空速度还是那么快。值得购买,1,0.963655,0.0363452,0.919233,2
0.0,好东西哈，东西挺齐的,1,0.835916,0.164084,0.635369,2
1.0,用了段时间挺不错的，家用必备很方便当初要时选个功率稍大些的就更好了,1,0.96738,0.0326197,0.927512,2
-2.0,这防仿伪标志都是烂的不会是吧，还有那黑色按了钮跟本就没用,0,0.0957863,0.904214,0.787142,0
2.0,昨天用了一下，打了3个6毫米的墙洞卫生间挂件还可以，我卖的是家用的足够了，另外收货时有个透明小盒子破损了发信息给客服，老板二话不说第三天就直接快递补发一个来。服务太度好！,1,0.739168,0.260832,0.420373,2
-1.0,质量不错，是正品，很有力，声音不是很大！！！！！！！！！！！！！！！！！！！！,1,0.891666,0.108334,0.759259,2
2.0,好贵！说得对，好才贵。贵是有理由的，便宜也是有原因的。一分钱一分货，便宜无好货。你的健康经不起折腾，在健康上投资，对自己好一点，这一辈子活得不容易！好贵！说得对，好才贵。贵是有理由的，便宜也是有原因的。一分钱一分货，便宜无好货。你的健康经不起折腾，在健康上投资，对自己好一点，这一辈子活得不容易！,0,0.0305616,0.969438,0.932085,0
0.0,已用，电钻还是很给力的，到底是品牌货，在家装个东西方便多了，特追加好评。,1,0.912893,0.0871066,0.80643,2
0.0,昨天在地下室的墙上订了两个三脚架，很给力，用起来比较方便，很满意。,1,0.982482,0.0175179,0.961071,2
-1.0,用了几天感觉还可以.只是有一个送的钻头弄坏了一点可惜.其它的还行,1,0.755613,0.244387,0.456917,2
0.0,用的可以，买的标配的，应该多买点其他的钻头的，这样齐全一点,1,0.72714,0.27286,0.393644,2
2.0,特意使用几天后来追评的，博世到底是大品牌，电钻使用良好，钻孔也实用，正好家装，配上大用场了，朋友看了也想买了，良心评价，放心购买朋友们。,1,0.988238,0.0117616,0.973863,2
0.0,今天试用一下，非常好用。,1,0.697967,0.302033,0.328815,2
1.0,就可以更健康hi联合国好了hi蓝牙hi哦也也好看了就好看机会尽快回家客户不买，你爸你妈，吧,1,0.924864,0.075136,0.833031,2
0.0,钻墙无压力,1,0.612648,0.387352,0.139217,2
0.0,开关抗尘能力太差了，大概是进了灰尘，开关开了自己弹不出来，要用手去拉出来！！！电钻还在运行，太危险了。,0,0.00335558,0.996644,0.992543,0
-2.0,垃圾，垃圾，垃圾，太垃圾了，钻头钻不了多久就坏了，希望看到我评论的买家要慎重下单，这个冲击钻的响声也比较异常，和一般的冲击钻的响声不同，300多买得一点都不值,0,0.000357476,0.999642,0.999206,0
0.0,用过再来评价的，真心不错很好用！大爱！,1,0.989863,0.010137,0.977473,2
0.0,刚打了个眼挂字画效果挺好用的,1,0.695677,0.304323,0.323726,2
1.0,店家售后认真负责，以后还会在他家买。赞一下。,1,0.962819,0.0371812,0.917375,2
0.0,黑盒子质量不敢恭维，后悔没买那种大盒子,0,0.0275994,0.972401,0.938668,0
2.0,博世德国精致品质值得信赖，漂亮;;,1,0.974748,0.0252521,0.943884,2
0.0,好用,1,0.751083,0.248917,0.446851,2
0.0,非常好,1,0.962871,0.037129,0.917491,2
0.0,用的还是挺顺手的，开始还担心打不好，打瓷砖老公负责打，我负责喷水?,1,0.535804,0.464196,0.283911,1
0.0,用过一段时间再来评价，电钻没有力，应该是贴牌产品，插头也不是原装，只能呵呵了，一分钱一分货，上当受骗了,0,0.128571,0.871429,0.714288,0
0.0,我都无语了，什么叫影响二次销售，不试用怎么会知道好坏，影响二次销售就不给退货，什么逻辑！,0,0.0034455,0.996554,0.992343,0
0.1,钻混泥土不太好，当时买回来主要是打孔的，结果很多地方打不进去，最后又买了一个电锤，现在打孔很方便了，直上直下的感觉。可惜这个电钻就只能拿来安装螺丝了。希望给大家一点帮助，电锤和电钻差别是很大的，电锤打孔杠杠的，但是不能拧螺丝。这个可以打简单的小孔，也能拧螺丝，但是打混泥土压力很大的。,1,0.89248,0.10752,0.761067,2
-1.0,差评！卖家售后态度太垃圾了！没逼着你们换机器，搞得好像我一定要怎么样似的。,0,0.000573909,0.999426,0.998725,0
0.0,使用很好，觉得不错。,1,0.983606,0.0163944,0.963568,2
0.0,入门级，打水泥地表示有些吃力！冲击力度有限～ 所以看自己实际需求来购买系列！,0,0.287204,0.712796,0.36177,0
0.0,钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~钻墙的话，建议不要买。钻头店面买不到，无力，很难钻，送的钻头钻两个孔就崩了~~~无语. 买错了~~~,0,0.0152451,0.984755,0.966122,0
-2.0,无敌垃圾，大家千万不要买，是假货，一用就断，客服垃圾，卖假货不承认，大家一定要小心,0,0.00136899,0.998631,0.996958,0
-1.0,这冲击钻不能打墙壁，第一次用来装镜子打两个孔打进去了，还以为好使了，今天装搁物板，在另一面墙上，怎么打都只能打进两公分，后来找物业借来冲击钻一下子就打进去了，物业师傅说我这冲击钻功率太小，硬的墙壁不能钻，太坑了,0,0.0177207,0.982279,0.960621,0
0.0,是正品。用了几天下来。很实用。家里备一套还是需要的。瓷砖上安装个什么游刃有馀。,1,0.952302,0.047698,0.894004,2
0.0,满意,1,0.807289,0.192711,0.571753,2
-1.0,送的钻头用一次就坏掉了，太差了，客服态度极差，百般推脱，这家东西不能买。,0,0.00440322,0.995597,0.990215,0
0.0,好用，另外买了瓷砖钻头，装了浴室扶手,1,0.594415,0.405585,0.0987001,2
0.0,用了一段时间 很好 没有问题 质量很好,1,0.979053,0.0209471,0.953451,2
0.0,用了一段时间 很好 没有问题 质量很好,1,0.979053,0.0209471,0.953451,2
-0.9,今天用玻璃钻开了几个瓷砖洞，然后用冲击档打了红砖墙洞，接着去开大理石电视墙（玻璃钻），发现夹头晃动严重，用手摇晃夹头左右能摇摆，明显电钻轴承有质量问题，经不起冲击强度，问客服说换电锤打？电视墙用电锤打？你脑子一病啊。网页描述30天包退换，真要退了却提出一大堆条件，你为什么不描述清楚什么样不能退，怎样才可以退？这电钻是贴牌的，不是正宗原厂产，打右边一个眼大理石孔已经晃的很大，而且都还没打通，不敢再打，这种电钻只能当烂铁了。,0,0.0015938,0.998406,0.996458,0
1.0,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！,1,0.998755,0.00124548,0.997232,2
3.0,今天新买了一台抽油烟机，自己动手安装的，正好试试这个手电钻，非常给力，更换套餐里不同的钻头，钻铁、钻木头、钻混凝土墙，噪音小，速度快，完美不费力！特向朋友们推荐，值得你拥有！,1,0.99354,0.00646012,0.985644,2
0.0,值得推荐，用着好,1,0.950771,0.0492289,0.890603,2
-1.0,这电钻真心不值，别买了，没多大用处，电钻没劲！,0,0.0111418,0.988858,0.97524,0
1.0,挺好的，便宜实惠,1,0.951237,0.0487634,0.891637,2
0.0,差差，差，差评！！,0,7.69744e-05,0.999923,0.999829,0
0.0,礼拜六日按照浴架，确实不错，劲力十足，中国技术产品需要遍布全世界,1,0.942412,0.0575875,0.872028,2
0.0,今天东西用了不错买对了,1,0.761531,0.238469,0.470069,2
0.0,行，就是12的用不了,0,0.234618,0.765382,0.478627,0
0.0,工具盒没有博世字样，与宣传图样不符!!电钻使用时，碳刷处火花较重，不知是否是真货？？,0,0.0154857,0.984514,0.965588,0
0.0,太管用了，在家自助安装了不少东西上墙，很有成就感。,1,0.770463,0.229537,0.489918,2
0.0,垃圾中的垃圾王,0,0.018066,0.981934,0.959853,0
0.0,很多人说钻头质量不好，都不知道他们怎么用的，我用到现在一个都没坏过，基本上天天都在用，一点问题都没有。还有钻头属于易损品，用坏了是很正常的！,0,0.0270621,0.972938,0.939862,0
0.0,还不错,1,0.833219,0.166781,0.629375,2
0.0,谢谢,1,0.750819,0.249181,0.446265,2
0.0,这个楼板可以的，原来打的楼板是三十年前的楼板难打，说明以前的东西确实不错。。。,1,0.644171,0.355829,0.209268,2
0.0,好，强！,1,0.878138,0.121862,0.729195,2
0.0,很棒,1,0.944963,0.0550372,0.877695,2
0.0,东西不错，真心挺好用的，挺满意的一次购物,1,0.953766,0.0462339,0.897258,2
3.0,"用博世TSB5500冲击钻装三星电视打孔很轻松,不错",1,0.962928,0.0370721,0.917617,2
0.0,很差，墙上打孔用不了，上当了！,0,0.000733455,0.999267,0.99837,0
1.0,很好用的东西  博世工具值得买,1,0.979461,0.0205392,0.954357,2
0.0,家用还可以吧，只能在不是很硬的地方打孔,0,0.21209,0.78791,0.528688,0
0.0,不错，正品。,1,0.939223,0.0607774,0.864939,2
2.0,使用效果好，噪音小，送的钻头多，朋友都来找我借,1,0.786116,0.213884,0.524703,2
0.0,不诚信，说好了反个红包，理都不理你,0,0.0218852,0.978115,0.951366,0
0.0,今天又打了几个瓷砖的孔，用起来非常顺手，真的很实用又方便。,1,0.969612,0.0303877,0.932472,2
0.0,希望大家多光顾,1,0.505957,0.494043,0.880862,1
2.0,女生用很方便哦很小巧，掌中宝,1,0.966828,0.0331722,0.926284,2
2.0,放到口袋里，轻巧又好用；欲善其功必先利其器。,1,0.683381,0.316619,0.296402,2
-2.0,收到宝贝后迫不及待的试用，动力强劲，噪音很小，震动微弱。名牌厂家值得信赖。,1,0.928459,0.0715407,0.841021,2
1.0,之前发的好评看不见，再来一遍;精巧、够力、做工好！;,1,0.711102,0.288898,0.358004,2
0.0,补一幅相，好东西。,1,0.614732,0.385268,0.143849,2
2.0,我先用大功率带线的电钻钻孔。再用威克士装螺丝。挺好的,1,0.83338,0.16662,0.629734,2
2.0,螺丝刀真是太好用了，颜值也高！喜欢喜欢！,1,0.862969,0.137031,0.695487,2
5.0,威克士电动螺丝刀小巧迷你，收藏方便；操作简单易上手，使用方便，能够满足日常使用的需求；充电线为USB口，适用度高，...,1,0.954428,0.0455721,0.898729,2
1.0,现在购买还赠送螺丝刀头,1,0.609147,0.390853,0.131439,2
0.0,东西很好用老公喜欢。已经开始干活了。自己制作家具。经济实用用起来很方便。东西也精致,1,0.994268,0.00573168,0.987263,2
2.0,用起来很激动，别看机器小巧但很大力，还有白灯照明 让你很好工作 。第一次体验电动的，以后拧螺丝就不用螺丝批了，改用高大上的维克士电动。不错的购物 ，不错的牌子和产品，给好评(o^^o),1,0.985033,0.0149666,0.966741,2
0.0,非常好用,1,0.655295,0.344705,0.233988,2
1.0,功能不错呀,1,0.909405,0.0905949,0.798678,2
-1.0,差评，伪劣产品，假货。不诚信。,0,0.00201304,0.997987,0.995526,0
2.0,已经用了，蛮灵格，小巧玲珑，不错。,1,0.952164,0.0478364,0.893697,2
0.0,已成功安装好插座，不错!,1,0.922974,0.0770255,0.828832,2
1.0,手感很好，家庭使用足够，主要是样子很可爱很酷，满意。,1,0.997631,0.00236926,0.994735,2
-1.0,好宝贝很好用就是电池不知道能用多长时间,1,0.941973,0.0580269,0.871051,2
0.0,东西很好，一次很满意的购物,1,0.981478,0.0185216,0.958841,2
0.0,五星好评！,1,0.885543,0.114457,0.745651,2
0.0,已经用了一段时间，宝贝很好，用了很寸心,1,0.950074,0.0499263,0.889053,2
0.0,可以，都好用,1,0.889722,0.110278,0.754938,2
2.1,小巧方便，但扭力太小，只适合拆装电线盒螺丝，钻木头力度不够。送的批头质量不够硬！在木头上钻一个自攻钉，钻进一半，就坏了一个十字批头。另轴同心力不够好，盼能改进！,0,0.00808703,0.991913,0.982029,0
1.0,超级好用，已经用它组装了5个柜子，女孩子也能轻松使用，满意。,1,0.990105,0.00989505,0.978011,2
0.1,这个电螺丝刀真的太好用了，拆装螺丝得心应手。力到正合适。如果劲太大容易毁螺丝或批头，现在拧上的螺丝比手动的紧一点正合适。而且很静音。,1,0.950018,0.049982,0.888929,2
0.0,挺好用，下次见亲。,1,0.850151,0.149849,0.667002,2
2.0,操作简单，手持轻便。好用。,1,0.833835,0.166165,0.630745,2
0.0,很好用,1,0.950141,0.0498593,0.889202,2
0.0,宝贝非常赞啊，刚充满电，准备用起,1,0.984109,0.0158913,0.964686,2
4.0,噪音低，小巧玲珑，实用性强！,1,0.845169,0.154831,0.655932,2
0.0,完美助手,1,0.656889,0.343111,0.237531,2
2.0,插上电源自动断电充电不能用,0,0.316955,0.683045,0.295655,0
4.0,小巧玲珑，锁开关后可以当螺丝刀用，挺方便的。,1,0.761901,0.238099,0.470891,2
0.0,感觉不好价钱也贵,0,0.130948,0.869052,0.709005,0
-3.0,最失败的一次购物，没劲儿，拧螺丝费劲。还不如同事买的五十块钱的便宜货呢。,0,0.0100242,0.989976,0.977724,0
0.0,产品实用，工作时间太短,1,0.73036,0.26964,0.4008,2
-1.0,防伪查询码 一拆封就被刮过 上去官网查 都查不到 绝对是假货 评论都是刷的吧,0,0.113453,0.886548,0.747883,0
0.0,满意,1,0.807289,0.192711,0.571753,2
0.0,用了一星期，钻力度够，维修工作，满意，用二天便需义电,1,0.861814,0.138186,0.692921,2
-1.0,最近家里装修，购买后正好用上了。确实方便。就是批头钢口有点弱。,1,0.699879,0.300121,0.333064,2
2.0,使用了一段时间真是太方便了，个头小力量足，配合我拍的各种批头真是绝配，威克士工具质量真好,1,0.965224,0.0347756,0.922721,2
1.0,用了几天又来追评一下，工具强强劲有力，干活非常方便。质量也很好。赞,1,0.996467,0.00353271,0.992149,2
0.0,好用,1,0.751083,0.248917,0.446851,2
0.0,好用,1,0.751083,0.248917,0.446851,2
0.0,这个不能用、家用都不怎么可以、转速太慢、,0,0.104789,0.895211,0.767135,0
0.0,修东西可以  如果木工用就不太好了，没劲,0,0.225305,0.774695,0.499322,0
0.0,回家试了试，感觉宝贝不错很满意。物美价廉,1,0.988745,0.0112547,0.974989,2
0.0,服务差,0,0.0276323,0.972368,0.938595,0
0.0,刚买了半个月 ，149元。早买亏了，现在才128元，看来买什么都不知道能着急啊！,0,0.306427,0.693573,0.319051,0
0.0,连续工作十几二十分，无敌 无敌,1,0.778111,0.221889,0.506914,2
1.0,电池的永远不行，有寿命，电量不足，动力就更别说了，拧力度稍微大点的螺丝就不动了，千万不要买，太差了;;用过人的心得。,0,0.0342939,0.965706,0.923791,0
0.0,售后真心差，联系客户全都是自动回复！,0,0.00981287,0.990187,0.978194,0
-1.0,电量太少了，充完电不多会儿就没劲了。,0,0.0355766,0.964423,0.920941,0
0.0,刚收到货就看到又降价！,0,0.28264,0.71736,0.371912,0
2.0,"产品设计人性化,外观精美,已试用,实用性很强,完全符合预期,很满意。",1,0.994028,0.00597162,0.98673,2
1.0,好看实用，家庭必备！,1,0.97894,0.0210597,0.953201,2
2.0,商家返还了那30元，以前的那个评价言词过于偏激，也是和客服没勾通好，所以误会商家了，在这里向商家老板和客服公开道歉。这个确实不错，小巧别致能干活，希望大家抓紧下手。,1,0.67736,0.32264,0.283022,2
2.0,感谢金牌客服小爽售后的处理。非常满意。今时今日就需要这样的服务。这样的员工，人才。懂得如何处理与顾客的关系。十分满意。一个营销服务行业就需要这样的人。值得赞赏表扬。,1,0.984504,0.0154956,0.965565,2
0.0,很好,1,0.947595,0.0524047,0.883545,2
0.0,好,1,0.747981,0.252019,0.439958,2
0.0,还不错,1,0.833219,0.166781,0.629375,2
0.0,很好的电动工具,1,0.947603,0.0523969,0.883563,2
0.0,好评！,1,0.764771,0.235229,0.477268,2
2.0,手感挺好的，特意充电后使用一下才来评价！质量也挺好的，小巧灵活使用起来爱不释手！,1,0.991966,0.00803426,0.982146,2
1.0,用了一下跟有劲，座椅螺丝松了换新的，稳稳的。给力啊。,1,0.923734,0.0762665,0.830519,2
0.0,"用了一阶段,电力不足,估计是容量有限,下次购大一点好!总体不错,好评!",1,0.938499,0.0615008,0.863332,2
0.0,有大有小，适合各种场合！,1,0.741785,0.258215,0.42619,2
1.0,使用了一段时间，感觉真心不错，不愧是大品牌，好,1,0.952938,0.0470619,0.895418,2
0.0,电池不经用玩具用用,0,0.415134,0.584866,0.0774792,0
1.0,迫不及待试了一下，打6mm混凝土很轻松的。。。,1,0.951674,0.0483265,0.892608,2
1.0,充满电连续打了38个6mm的眼，全部浇筑水泥柱上。        那个照明灯就是个样子货，根本照不到钻头上，它的光束是和钻头平行的，永远也不会照到作业点上的！          充电器有温度保护功能，刚用完不能充电，电池过热，会一直闪绿灯！,0,0.0401353,0.959865,0.91081,0
0.0,很好用，不错,1,0.98804,0.0119604,0.973421,2
0.0,用的顺手，非常好,1,0.964031,0.0359693,0.920068,2
3.0,电锤功能强大，混凝土、瓷砖打的很轻松，但因为有一定频率的撞击，所以孔难免打的大了点。电钻功能正常，需要施加正压力，有点累手。总体评价：装修利器，值得拥有！,1,0.995505,0.00449452,0.990012,2
0.0,今天用电锤在墙上打了八个眼  很快    东西真的值得拥有    现在还不知道用多久,1,0.791709,0.208291,0.537131,2
0.0,好评返金凯瑞文化课了呗！,1,0.656089,0.343911,0.235753,2
0.0,安了一套升降晾衣架，锤和钻加拧螺丝，顺畅无压力，一气呵成。,1,0.763734,0.236266,0.474965,2
0.0,今天用了，钻墙壁完全没问题，方便快捷，值得购买！,1,0.918855,0.0811447,0.819678,2
0.0,用了不到一个月，控制板坏了！自己出运费送回去维修。因为已经买了这个充电钻，不得不再配块电池。却迟迟不发货，不知道怎样评价,0,0.0376478,0.962352,0.916338,0
0.0,以后还会在来,1,0.850905,0.149095,0.668677,2
0.0,太差劲了吧用了没多久现在打不进去，不锤了，只能当个手电转用，买了一个电池130现在都完全废了，也不提供售后？？？？,0,0.00111003,0.99889,0.997533,0
0.0,有劲，用着得劲多了,1,0.814569,0.185431,0.587931,2
3.0,货已收到，物流还是挺快的包装很平整，没有变型。客服也比其他店热情，对我提出的问题会一一解答。东西也很满意和我在网页上看到的一模一样，下次如有机会还会光顾此店。总体来说全满意。,1,0.994805,0.00519533,0.988455,2
1.0,家里有好多威克士了产品了，以后换工具就换威克士。,1,0.730131,0.269869,0.40029,2
0.0,今天用了一下，虽然比不上大电锤，但家里用足够了。,1,0.687737,0.312263,0.306082,2
0.0,使用多次才来评价，还很贴心配备个工具包，挺方便的。一定要给五星。,1,0.9879,0.0121002,0.973111,2
0.0,力量大，电池也好，打水泥墙没得说，一个字好，好东西应该给好评，骗人的东西就得差评，我在广洲买了一个假的，一点用都没有。,0,0.118344,0.881656,0.737013,0
2.0,打6个冲击孔18个就没电了。很轻松冲击效果不错,1,0.903689,0.0963114,0.785975,2
5.0,效果超好，适应不同规格钻花，冲击钻时声音轻快，应付花岗岩毫不费力，震动顺畅不压手，整体轻巧，家庭，工场，户外都很适用......谢谢......@,1,0.975357,0.0246431,0.945238,2
0.0,好用，真心不错，不知道电池怎么样,1,0.795479,0.204521,0.545509,2
1.0,之前打砖墙感觉不错，昨天打了混凝土的就不行了，建议还是买功率更大一些的版本,1,0.650194,0.349806,0.222652,2
0.0,好用，真心不错，不知道电池怎么样,1,0.795479,0.204521,0.545509,2
1.0,之前打砖墙感觉不错，昨天打了混凝土的就不行了，建议还是买功率更大一些的版本,1,0.650194,0.349806,0.222652,2
0.0,跟插电220V的自然没办法比，一会儿就没电了，缺陷是电池太小了。 但是，确实很漂亮，很精致,1,0.887019,0.112981,0.748932,2
3.0,货一到就安装监控用得，很轻巧，打孔很给力，携带也很方便！值得拥有！买锤送钻，还是很划算的，自己在买了个小威盒子还有手枪螺丝匹。,1,0.992656,0.00734358,0.983681,2
2.1,服务过程感觉很好，到货以后立即用了一下，感觉不错。装灯的过程中，不知是不是自己使用的问题，发生了点小故障。怀着忐忑的心情给客服小爽做了反馈，及时进行更换，机器寄走后卖家及时将邮费打到账上，新机五天到货，把我这个西部小伙激动不已。准备过下继续安装灯具。五分好评先！,1,0.986597,0.0134028,0.970216,2
0.0,送不起就别说大话了,0,0.313386,0.686614,0.303588,0
0.0,我是做水电的、宝贝真的是好用,1,0.750389,0.249612,0.445308,2
-2.0,还有用起来声音特别大，一点力都没有，钻个洞老半天，电池也不耐用，服了,1,0.646439,0.353561,0.214309,2
3.0,做工精致，小巧，用着方便，再也不用为找不到电源发愁了，卖家服务非常好，支持,1,0.991507,0.00849293,0.981127,2
1.0,工具买好正好可以自己安装小厨宝，H3钻墙轻松，128上螺丝又快又稳，工作灯用在这种地方是最合适的，干活3宝啊,1,0.986756,0.013244,0.970569,2
0.0,现在直接不转了，我就当买了个教训，垃圾，垃圾,0,0.0154099,0.98459,0.965756,0
1.0,钻已收到，谢谢老板！电锤冲击力还可以打小孔没问题，大孔还是用有线的好！??????????,1,0.594392,0.405608,0.0986485,2
0.0,忘了拍照了，好东西谁用谁知道。,1,0.649801,0.350199,0.221781,2
0.0,今天用了，真得劲！,0,0.472409,0.527591,0.448187,1
0.0,今天用了，真得劲！,0,0.472409,0.527591,0.448187,1
4.0,电锤电机声音很轻，试了一下用8MM冲击钻头钻水泥墙，很轻便就钻进去了，而且钻好的洞很正，没有出现荡孔现象，说明钻头转动时是成一直线。,1,0.90739,0.0926096,0.794201,2
3.0,太好用了，操作方便家里一切与电锤有关的事情轻松搞定，客服到位五星好评??,1,0.646077,0.353923,0.213505,2
0.0,一试马上追加评论，五秒打穿太喜欢了，赞,1,0.894019,0.105981,0.764486,2
-1.0,我是安装监控的，用了几天，没想到充电电锤，和220V的差不多，一机两用，以后出去就方便多了，不用到处找电源了.....,1,0.764695,0.235305,0.4771,2
-1.0,我是安装监控的，用了几天，没想到充电电锤，和220V的差不多，一机两用，以后出去就方便多了，不用到处找电源了.....,1,0.764695,0.235305,0.4771,2
-2.0,这个电锤挺垃圾，我用了三个月就开始出毛病，上面的灯总是闪或是常亮，按下开关有时还不转（两块电池都是刚充满电）。我打了十几遍客服都是没人接（我各个时间段都试过），最后总算接通了，又说让我找代理商，他们不管，我找了代理商，也是打了好几遍才接，态度还可以，让我填写一大堆信息资料什么的，说如果填错了修不好或给我发不回来的话不负责。最后我也没敢发，怕一去不回，现在基本上是个摆设了。,0,0.00826124,0.991739,0.981642,0
0.0,工具用了几次非常的好用，简直解决了家里安装问题，再次点赞,1,0.941039,0.0589608,0.868976,2
0.0,挺有力的，工程部同事说很好用，后续还要买就他家了不错不错,1,0.984255,0.0157453,0.96501,2
0.0,螺丝确是送的,1,0.612311,0.387689,0.138469,2
0.0,超喜欢赠送的包包,1,0.954123,0.0458775,0.89805,2
0.0,已用了几天，很好很方便，乘重柱没压力，很满意，下次再来。,1,0.991359,0.00864093,0.980798,2
0.0,已用了几天，很好很方便，乘重柱没压力，很满意，下次再来。,1,0.991359,0.00864093,0.980798,2
0.0,这个 电锤转芯有点问题，不是正中心，斜了少少，转时左右动,0,0.385635,0.614365,0.143034,0
1.0,居家旅行 杀人越货之必备神器,1,0.677435,0.322565,0.283189,2
1.0,很好用，就是电池容量太小，不过退轻巧。,1,0.904129,0.0958711,0.786953,2
3.0,用4个月了，感觉机器很好用，充电时间短，轻巧给力2AH充电一次可安装12个吸顶灯，还可有馀电上螺丝，电池也很给力呀！,1,0.957847,0.0421535,0.906326,2
-2.0,普通货色，非常一般，对不起这价格。,0,0.0205518,0.979448,0.954329,0
0.0,电池还是不够耐用,0,0.283117,0.716883,0.370852,0
0.0,垃圾钻不同心,0,0.102082,0.897919,0.773152,0
0.0,不错，良心卖家，东西很喜欢，很好用，送的东西也很给力,1,0.991726,0.00827413,0.981613,2
0.0,我可是女的哦,1,0.651051,0.348949,0.224557,2
0.1,上上个星期五客服来电话道歉，说上周一再联系厂家帮我想办法，到今天也没再联系我，这家的客服有意思呢，一次又一次的玩儿人。真是服了。,0,0.0992924,0.900708,0.77935,0
1.0,宝贝很好，快递给力，一点没有耽误事！,1,0.936454,0.0635456,0.858787,2
0.0,今天用了下 14MM的长钻 打双墙能打穿，有点发热，中间停下休息下最好！,1,0.875913,0.124087,0.72425,2
0.0,方便，好用，值得购买,1,0.953788,0.0462119,0.897307,2
0.0,降价降价降价，原来最优惠的价钱不是在双十一啊?！,0,0.0508354,0.949165,0.887033,0
0.0,比想象的好得多得多,1,0.720487,0.279513,0.378859,2
